brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price
Alcatel,Android,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,128.0,2014,834,3.9431340004531985,5.298867215353472
Alcatel,Android,10.29,yes,no,8.0,2.0,16.0,4.0,2000.0,116.0,2014,568,4.222884350827332,5.291292751611072
Alcatel,Android,10.29,no,no,8.0,0.3,16.0,4.0,1700.0,110.0,2014,571,3.9983841710761894,5.075673690275478
Alcatel,Others,5.18,no,no,2.0,0.3,16.0,4.0,1000.0,89.0,2013,606,2.830857630363757,4.104954741334116
Alcatel,Android,12.7,no,no,13.1,2.0,16.0,4.0,2500.0,125.0,2014,540,4.0040550908746395,5.671155971829107
Alcatel,Android,12.83,no,no,8.0,2.0,16.0,4.0,2500.0,189.0,2014,906,4.234251421632511,4.95477016125486
Alcatel,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,130.0,2013,967,3.7152779279684673,4.7017522838343355
Alcatel,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,136.5,2013,904,3.711618941083426,4.25575454373095
Alcatel,Android,12.7,no,no,5.0,0.3,16.0,4.0,1800.0,162.0,2013,684,3.912422925449473,4.8703765616746875
Alcatel,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,157.0,2013,921,3.937495801401177,4.603669059861824
Alcatel,Android,10.16,no,no,5.0,0.3,16.0,4.0,1300.0,110.0,2013,764,3.5573460641520867,4.379774099620588
Alcatel,Android,7.75,no,no,2.0,0.3,16.0,4.0,1300.0,100.0,2013,837,3.2156706939192525,4.264087336809195
Alcatel,Android,10.34,no,no,13.0,1.3,16.0,4.0,2000.0,117.4,2013,692,4.793805104838638,5.888268354279532
Alcatel,Android,15.24,no,no,13.0,2.0,32.0,4.0,3400.0,177.6,2013,817,4.55744944977668,5.911798851689727
Alcatel,Android,10.34,yes,no,8.0,1.3,16.0,4.0,2000.0,110.0,2013,586,3.6436205477083212,5.068212138900275
Alcatel,Android,10.24,no,no,5.0,0.3,16.0,4.0,1700.0,96.0,2013,831,3.1561489949598958,4.866995843894645
Alcatel,Android,7.75,no,no,2.0,0.3,512.0,0.25,1300.0,118.0,2013,858,2.8425810940598164,3.934957976710642
Alcatel,Android,12.7,no,no,13.1,2.1,32.0,4.0,2000.0,130.0,2013,608,4.674696248636701,5.913421921269941
Alcatel,Others,7.75,no,no,3.15,0.3,16.0,0.25,1400.0,108.0,2013,858,3.526654599019104,4.801969761962699
Alcatel,Android,10.16,no,no,5.0,0.3,16.0,4.0,1500.0,119.5,2013,1084,3.609294974771094,5.390075791787577
Alcatel,Android,12.7,no,no,5.0,0.3,16.0,4.0,2500.0,163.0,2013,789,3.66714496196793,5.136621627547738
Alcatel,Android,11.81,no,no,8.0,1.3,16.0,4.0,1800.0,115.0,2013,585,3.547027829873695,5.589044797185778
Alcatel,Android,11.84,no,no,8.0,2.0,16.0,4.0,1800.0,109.0,2013,898,3.9967317333551002,5.435467204695271
Alcatel,Android,7.75,no,no,2.0,0.3,512.0,0.25,1400.0,118.0,2013,911,3.6396892099231644,4.602065371034612
Alcatel,Android,7.75,no,no,3.15,0.3,16.0,4.0,1400.0,122.0,2013,597,3.3877743613300146,4.610257225036649
Alcatel,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,136.5,2013,900,3.756538102587751,4.9537827158367795
Alcatel,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,139.0,2013,573,4.123093975508087,5.010835274098922
Alcatel,Android,12.7,yes,no,8.0,1.3,16.0,4.0,2500.0,135.0,2013,1042,4.234541192715384,5.862067453621914
Alcatel,Android,12.7,no,no,12.0,1.0,16.0,4.0,2500.0,130.0,2013,733,4.812997033190408,6.4307834279726555
Alcatel,Android,12.7,no,no,8.0,0.3,16.0,4.0,2500.0,135.0,2013,847,4.365643155423357,5.398117451625214
Others,Android,15.29,yes,no,12.0,8.0,32.0,4.0,4000.0,168.0,2018,396,4.491441420659749,5.391488897435831
Others,Android,15.29,yes,no,12.0,16.0,32.0,4.0,3000.0,210.0,2018,616,4.930870325627393,5.803265753141151
Others,Android,15.24,yes,no,13.0,13.0,64.0,4.0,3050.0,156.0,2017,681,5.185540528945076,6.106866973583819
Others,Android,12.83,yes,no,13.0,13.0,32.0,4.0,3000.0,143.6,2018,492,4.829273276797001,5.395897694886901
Others,Android,12.7,yes,no,8.0,8.0,16.0,4.0,2500.0,145.0,2017,683,4.050044303325521,5.00428182012408
Others,Android,12.83,yes,no,13.0,13.0,64.0,4.0,3000.0,167.5,2017,825,5.181839728489342,6.039015848966204
Others,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3000.0,144.0,2016,601,4.863758098235496,6.105997863698143
Others,Android,15.24,yes,no,13.0,5.0,64.0,4.0,5020.0,209.8,2016,636,4.6173951556106605,6.039015848966204
Others,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3150.0,147.6,2016,1046,4.534425781462334,5.704948461296171
Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2350.0,128.0,2015,725,4.628984364087346,5.297967305283741
Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2350.0,128.0,2015,636,4.323205073865539,5.185428584469419
Others,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2400.0,137.0,2015,1048,4.072439726834051,5.08431936689353
Others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3150.0,155.3,2015,879,4.649952328759984,5.7049151662521345
Others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3150.0,155.3,2015,816,4.277915338416487,5.525492778975617
Others,Android,10.34,yes,no,8.0,5.0,16.0,4.0,2000.0,143.0,2015,1044,3.8605191625610304,5.302259585780661
Others,Android,12.7,no,no,5.0,2.0,16.0,4.0,2000.0,153.0,2015,580,3.6635616461296463,4.781976562093936
Others,Android,12.7,no,no,8.0,5.0,16.0,4.0,4000.0,200.0,2016,1050,4.0526541351678915,5.124261554171115
Others,Android,10.29,yes,no,5.0,0.3,32.0,4.0,1700.0,118.5,2016,650,3.5290040861498118,4.860432367183761
Others,Android,12.7,yes,no,8.0,5.0,32.0,4.0,3140.0,154.0,2015,974,3.98397150474073,4.6173951556106605
Others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,6000.0,212.0,2015,1042,4.720550337028165,5.7002763353269135
Others,Android,10.29,yes,no,5.0,2.0,16.0,4.0,4000.0,156.5,2015,672,3.716737782242333,4.947482479090987
Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2100.0,130.0,2015,805,4.308110951723713,5.478094021157034
Others,Android,10.29,yes,no,8.0,2.0,32.0,4.0,1850.0,135.5,2015,664,4.266756065129537,4.944424263983859
Others,Android,15.24,yes,no,24.0,8.0,64.0,4.0,3500.0,204.4,2015,924,5.0534393230878205,6.190684190302818
Others,Android,10.16,no,no,3.15,0.3,16.0,4.0,1400.0,118.5,2014,758,3.564449375735759,4.3965457207730845
Others,Android,10.29,yes,no,5.0,0.3,32.0,4.0,1800.0,150.0,2014,945,3.6640743351949654,4.9413566674994875
Others,Android,10.16,no,no,3.15,0.3,16.0,4.0,1350.0,119.8,2014,1047,3.26880819361641,4.509649984130679
Others,Android,12.7,no,no,8.0,2.0,32.0,4.0,1920.0,149.7,2014,614,3.8091039514203047,5.438905054857684
Others,Android,12.83,no,no,8.0,2.0,32.0,4.0,2400.0,146.4,2014,689,3.9577608971019997,5.441551534633945
Others,Android,10.34,no,no,16.0,4.0,16.0,4.0,2200.0,139.2,2014,786,4.326249619204883,5.703449085754963
Others,Android,10.36,no,no,8.0,5.0,16.0,4.0,2050.0,97.0,2014,957,3.85248529271195,5.441291535499143
Others,Windows,10.16,no,no,5.0,0.3,16.0,4.0,1420.0,110.0,2014,706,3.2763897310688073,4.482889551279259
Others,Windows,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,156.2,2014,643,3.893247850101812,5.129425230065743
Others,Windows,10.34,no,no,8.0,2.0,32.0,4.0,1750.0,98.9,2014,1085,3.97198858659558,5.079725938581049
Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1500.0,118.7,2014,635,3.4622924810219664,4.8672267108008995
Others,Android,12.7,no,no,13.0,5.0,16.0,4.0,2300.0,129.0,2014,965,4.421728001525434,5.828268918112504
Others,Android,10.34,no,no,13.0,2.0,16.0,4.0,2100.0,143.1,2014,739,4.414009680526933,5.669260040617778
Others,Android,12.83,no,no,16.0,8.0,32.0,4.0,2500.0,150.5,2014,609,5.00930107108312,6.153795959025435
Others,Android,12.7,no,no,13.0,5.0,16.0,4.0,2500.0,143.5,2014,563,4.045504396802627,5.734667258237222
Others,Android,17.78,no,no,0.3,0.3,32.0,4.0,3000.0,402.0,2013,646,4.378144107409657,4.505460341839079
Others,Android,23.04,no,no,2.0,0.3,32.0,4.0,8000.0,645.4,2013,579,4.8299923276808565,5.06940722033949
Others,Android,17.78,no,no,0.3,0.3,32.0,4.0,3000.0,282.0,2013,571,3.8807387153883797,4.2426208788567585
Others,Android,20.32,no,no,2.0,0.3,32.0,4.0,4400.0,472.4,2013,833,4.629472478511056,4.795625242678768
Others,Android,17.78,no,no,0.3,0.3,32.0,4.0,3000.0,289.0,2013,578,4.197953544841121,4.395312978999615
Others,Android,18.01,no,no,5.0,2.0,32.0,4.0,4000.0,374.0,2013,724,4.292375412721235,5.241217774507464
Others,Android,18.01,no,no,5.0,0.3,32.0,4.0,4000.0,357.0,2013,960,4.324662317284311,5.016219672390156
Others,Others,5.18,no,no,0.08,2.0,16.0,4.0,1000.0,80.0,2014,1008,2.6304489550786583,2.942331496826876
Others,Android,11.81,no,no,8.0,1.0,16.0,4.0,2100.0,131.9,2014,556,4.3389886449823125,5.39694023515312
Others,Android,10.24,no,no,5.0,0.3,16.0,4.0,1700.0,153.7,2014,1048,3.5689691574413787,4.852811208902689
Others,Android,11.76,no,no,5.0,0.3,16.0,4.0,1700.0,147.7,2013,661,3.6550641056192057,5.068149200296863
Others,Android,10.29,no,no,8.0,2.0,16.0,4.0,3000.0,147.7,2013,783,4.137563681342077,5.596531283909225
Others,Android,12.7,no,no,13.0,5.0,32.0,4.0,2000.0,129.4,2013,998,4.589447225522855,5.885631697695906
Others,Android,7.75,no,no,2.0,0.3,16.0,4.0,1200.0,110.6,2013,695,3.3600281046240843,4.399620943074833
Others,Android,10.16,no,no,3.15,0.3,16.0,4.0,1700.0,137.7,2013,1091,3.510350695558678,4.6141299273595635
Others,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,142.0,2013,1085,3.7438410121879104,4.800572482320576
Others,Android,10.34,no,no,8.0,2.0,32.0,4.0,1800.0,143.0,2014,617,4.345492309945908,5.304349138779756
Others,Android,10.34,no,no,8.0,2.0,16.0,4.0,1800.0,124.9,2013,601,3.6065842113871063,5.436861175996095
Others,Android,12.78,no,no,8.0,1.0,16.0,4.0,3000.0,176.9,2013,1088,4.033000931981049,5.436904706304079
Others,Others,5.28,no,no,2.0,0.3,16.0,4.0,1280.0,113.6,2013,1046,2.9156062290747062,3.0478502278160975
Others,Android,7.75,no,no,2.0,0.3,512.0,0.25,1500.0,122.7,2013,977,3.3145495749364833,4.249066507417651
Others,Android,10.29,no,no,8.0,1.0,16.0,4.0,2100.0,140.7,2013,822,4.035478809355064,5.134856817395001
Others,Android,25.43,no,no,2.0,0.3,32.0,4.0,3830.0,500.0,2017,878,4.672641901103104,5.127884854146496
Others,Android,20.32,no,no,2.0,0.3,16.0,4.0,3210.0,369.0,2017,790,4.154655409326203,4.699479865458833
Others,Android,17.78,no,no,2.0,0.3,32.0,4.0,2980.0,295.0,2017,552,4.082777925850635,4.2078220459818745
Others,Android,17.78,no,no,2.0,0.3,32.0,4.0,2980.0,313.0,2015,821,2.8881470628740535,3.925728652484258
Others,Android,17.78,no,no,2.0,0.3,32.0,4.0,2100.0,337.0,2014,925,4.157319361383489,4.784737954585425
Others,Android,15.24,no,no,2.0,0.3,32.0,4.0,2100.0,290.0,2014,1032,3.9987510089379703,4.514698282824016
Others,Others,10.34,yes,no,13.0,2.1,32.0,4.0,2400.0,160.0,2014,988,4.2168571366974925,5.068589687356812
Others,Android,17.78,yes,no,1.3,0.3,16.0,4.0,2000.0,303.0,2013,1016,3.925728652484258,5.137679020585224
Others,Android,17.78,no,no,5.0,0.3,32.0,4.0,2000.0,345.0,2013,836,4.261693475213995,4.585987366571318
Apple,iOS,25.53,yes,no,8.0,7.0,64.0,4.0,3969.0,456.0,2019,496,4.937060513104193,6.3100819012031835
Apple,iOS,18.01,yes,no,8.0,7.0,64.0,4.0,5124.0,300.5,2019,250,4.794632850933413,6.110158279065687
Apple,iOS,30.71,yes,no,12.0,7.0,1024.0,4.0,9720.0,631.0,2018,543,5.808022362645325,7.003846971507644
Apple,iOS,27.94,yes,no,12.0,7.0,1024.0,4.0,7812.0,468.0,2018,525,6.158968530551513,6.778898656857133
Apple,iOS,15.37,yes,no,12.0,7.0,64.0,4.0,3174.0,208.0,2018,583,5.570593880412456,7.131154797533938
Apple,iOS,12.9,yes,no,12.0,7.0,64.0,4.0,2658.0,177.0,2018,641,5.5834587140900656,7.047795443519486
Apple,iOS,15.27,yes,no,12.0,7.0,64.0,4.0,2942.0,194.0,2018,673,5.492649836008127,6.745212819795777
Apple,iOS,23.04,yes,no,8.0,1.2,32.0,4.0,5493.0,469.0,2018,673,4.923478451981633,5.859075359062237
Apple,iOS,12.9,yes,no,12.0,7.0,64.0,4.0,2716.0,174.0,2017,629,4.522114610850766,6.906754778648554
Apple,iOS,12.83,yes,no,12.0,7.0,64.0,4.0,2691.0,202.0,2017,815,5.175414999446702,6.644830857656083
Apple,iOS,10.34,yes,no,12.0,7.0,64.0,4.0,1821.0,148.0,2017,604,5.120684799240213,6.554659635982031
Apple,iOS,30.71,yes,no,12.0,7.0,64.0,4.0,2256.0,677.0,2017,541,5.759185645253913,6.803094518438584
Apple,iOS,25.53,yes,no,12.0,7.0,64.0,4.0,8134.0,469.0,2017,629,5.290789100127245,6.5940714039913555
Apple,iOS,23.04,yes,no,8.0,1.2,32.0,4.0,8827.0,469.0,2017,578,4.6694586758704535,5.966505649066787
Apple,iOS,12.83,yes,no,12.0,7.0,32.0,4.0,2900.0,188.0,2016,833,4.750568388677448,6.53497998869663
Apple,iOS,10.34,yes,no,12.0,7.0,32.0,4.0,1960.0,138.0,2016,1026,4.681112189563248,6.309081564642951
Apple,iOS,23.04,yes,no,12.0,5.0,32.0,4.0,7306.0,437.0,2016,704,5.373471220148461,6.535546014124832
Apple,iOS,10.16,yes,no,12.0,1.2,16.0,4.0,1624.0,113.0,2016,894,4.437461341561982,5.707840894783702
Apple,iOS,12.83,yes,no,12.0,5.0,16.0,4.0,2750.0,192.0,2015,667,4.6330771392411,6.152605026980459
Apple,iOS,10.34,yes,no,12.0,5.0,16.0,4.0,1715.0,143.0,2015,778,5.1703703522174145,6.217503901534218
Apple,iOS,30.71,yes,no,8.0,1.2,32.0,4.0,3937.0,713.0,2015,572,5.558872302860393,6.74467148409559
Apple,iOS,18.01,yes,no,8.0,1.2,16.0,4.0,5124.0,299.0,2015,547,4.463145685958674,5.8861873613114595
Apple,iOS,23.04,yes,no,8.0,1.2,16.0,4.0,7340.0,437.0,2014,914,4.591983624183916,6.086706542769639
Apple,iOS,18.01,yes,no,5.0,1.2,16.0,4.0,6470.0,331.0,2014,719,4.372985890021733,5.991739509302413
Apple,iOS,12.83,yes,no,8.0,1.2,16.0,4.0,2915.0,172.0,2014,1082,4.251775570170929,6.040944949198878
Apple,iOS,10.34,yes,no,8.0,1.2,16.0,4.0,1810.0,129.0,2014,877,3.930648469551311,5.890262041598819
Apple,iOS,23.04,yes,no,5.0,1.2,16.0,4.0,8600.0,469.0,2013,995,4.628398312107299,5.85707564406933
Apple,iOS,18.01,yes,no,5.0,1.2,16.0,4.0,6470.0,331.0,2013,945,4.422088340247728,5.601417467978173
Apple,iOS,10.16,yes,no,8.0,1.2,16.0,4.0,1560.0,112.0,2013,1070,3.879706403951603,5.800031607445565
Apple,iOS,10.16,yes,no,8.0,1.2,32.0,4.0,1510.0,132.0,2013,712,4.666359354300514,5.703148940682593
Others,Android,16.23,yes,no,8.0,16.0,128.0,4.0,3400.0,166.0,2019,399,4.573576314396913,5.696824994088702
Others,Android,17.4,yes,no,8.0,5.0,32.0,4.0,5000.0,214.0,2019,317,4.411828125910671,5.016948656152848
Others,Android,15.9,yes,no,8.0,5.0,64.0,4.0,3000.0,162.0,2019,257,4.289637185380534,4.863680881139593
Others,Android,14.5,yes,no,8.0,5.0,32.0,4.0,2800.0,150.0,2019,499,4.332573750954351,4.605370165990758
Others,Android,12.7,yes,no,8.0,2.0,16.0,4.0,4000.0,210.0,2018,516,3.9766865187538682,5.002132581604506
Others,Android,14.55,yes,no,13.0,5.0,128.0,4.0,3100.0,170.0,2017,635,4.687303015526614,5.7047153727048014
Others,Android,12.75,yes,no,13.0,16.0,128.0,4.0,3000.0,155.0,2017,783,5.257599533269477,5.991739509302413
Others,Android,25.43,yes,no,13.0,5.0,64.0,4.0,6600.0,510.0,2017,727,5.225854194814321,5.703882469656534
Others,Android,12.75,yes,no,13.0,16.0,64.0,4.0,2950.0,155.0,2017,769,5.050881122664783,5.857561656915354
Others,Android,12.75,yes,no,8.0,5.0,16.0,4.0,3000.0,130.0,2017,665,4.110381939919725,5.5256521224807145
Others,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,167.5,2017,604,4.244056835450428,5.303155643188286
Others,Android,12.7,yes,no,8.0,3.0,32.0,4.0,3500.0,223.0,2017,669,4.426043520090656,5.140083361283142
Others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,167.5,2017,624,4.616209033103308,5.211233259640923
Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2400.0,160.0,2017,773,4.322409317855379,4.8629083820668
Others,Android,12.83,yes,no,20.7,8.0,64.0,4.0,2950.0,193.0,2016,608,4.8242253913936946,5.519939761490308
Others,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2100.0,154.0,2015,594,4.231784971343338,4.934401988096667
Others,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,160.0,2014,565,4.306494572061445,5.013564333602136
Others,Android,12.7,yes,no,16.0,8.0,16.0,4.0,2700.0,142.0,2014,1007,4.322939892214555,5.2948614015746465
Others,Windows,10.16,no,no,5.0,2.0,16.0,4.0,1700.0,150.0,2014,951,3.6581624814518756,4.3476939555933765
Others,Android,20.32,yes,no,5.0,2.0,32.0,4.0,3500.0,150.0,2014,872,4.333623895445714,5.630458810237358
Others,Android,15.34,no,no,8.0,2.0,16.0,4.0,2800.0,232.0,2014,714,4.424487285862646,5.480930547482204
Others,Android,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,140.0,2014,551,4.029094677013983,5.484838426405745
Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,115.0,2014,676,3.3361253849184407,4.774406503233391
Others,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,160.0,2014,985,4.4760860325765535,5.632608655201676
Others,Android,10.29,yes,no,5.0,0.3,16.0,4.0,1850.0,140.0,2014,691,3.824065726669004,5.437470427940613
Asus,Android,15.9,yes,no,,8.0,32.0,4.0,4000.0,165.0,2019,524,4.727918651247145,5.701346175955851
Asus,Android,15.9,yes,no,,8.0,64.0,4.0,4000.0,165.0,2019,397,4.462799844696365,5.738280515063768
Asus,Android,13.84,yes,no,13.0,8.0,32.0,4.0,4000.0,150.0,2018,575,4.383151002335591,4.787491742782046
Asus,Android,13.84,yes,no,13.0,5.0,16.0,4.0,3000.0,140.0,2018,370,4.2034978761186235,4.386018655943419
Asus,Android,15.24,yes,no,13.0,8.0,128.0,4.0,4000.0,200.0,2018,535,4.6147243987929025,6.855693268155167
Asus,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,140.0,2018,667,4.194642283537465,4.620452809519248
Asus,Android,15.21,yes,no,13.0,8.0,64.0,4.0,5000.0,180.0,2018,386,4.399129542573544,5.075173815233827
Asus,Android,15.29,yes,no,13.0,8.0,256.0,4.0,3300.0,165.0,2018,482,4.727299319221155,6.217184775935642
Asus,Android,15.29,yes,no,13.0,8.0,64.0,4.0,3300.0,165.0,2018,438,5.152597712198631,5.990363941663949
Asus,Android,15.24,yes,no,13.0,8.0,64.0,4.0,3300.0,168.0,2018,511,4.548599834499697,5.523818137435924
Asus,Android,12.83,yes,no,13.0,8.0,32.0,4.0,4000.0,150.0,2018,516,4.573576314396913,5.070914758313443
Asus,Android,12.88,yes,no,13.0,8.0,64.0,4.0,4130.0,160.0,2017,585,4.465103197090973,5.5176536795192925
Asus,Android,12.83,yes,no,13.0,8.0,64.0,4.0,3600.0,175.0,2017,592,4.935049307139661,5.96435025461641
Asus,Android,12.83,yes,no,13.0,8.0,64.0,4.0,3300.0,165.0,2017,722,4.993828175779875,5.991339539294831
Asus,Android,12.83,yes,no,13.0,13.0,16.0,4.0,3000.0,144.0,2017,708,4.574607880405451,5.191733881145253
Asus,Android,12.83,yes,no,13.0,13.0,32.0,4.0,3000.0,144.0,2017,781,4.507336825639328,5.020849616503227
Asus,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3000.0,147.0,2017,868,4.608464752937522,5.516850305304563
Asus,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3000.0,144.0,2017,818,4.6005595734304086,5.666115220926443
Asus,Android,12.75,yes,no,13.0,8.0,32.0,4.0,4100.0,156.0,2017,542,4.677490847567717,5.202356975402125
Asus,Android,12.83,yes,no,13.0,8.0,32.0,4.0,5000.0,181.0,2017,754,4.739089003553879,5.396396436707672
Asus,Android,12.83,yes,no,16.0,16.0,32.0,4.0,5000.0,181.0,2017,797,4.99991133073328,5.513912500104917
Asus,Android,12.83,yes,no,13.0,8.0,32.0,4.0,5000.0,181.0,2017,612,4.342895917470844,5.600272098286537
Asus,Android,18.01,yes,no,13.0,5.0,64.0,4.0,4680.0,168.0,2017,847,4.841901010810817,5.704582154826765
Asus,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,168.0,2017,755,4.4569021693189885,4.769497479409767
Asus,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2650.0,120.0,2017,617,4.083115080270552,5.008165580195328
Asus,Android,12.75,yes,no,13.0,8.0,32.0,4.0,5000.0,175.0,2017,858,4.25858700561615,5.192845733605802
Asus,Android,23.04,yes,no,8.0,5.0,32.0,4.0,7800.0,490.0,2017,588,5.172584061082273,5.993287883818843
Asus,Android,12.88,yes,no,23.0,8.0,64.0,4.0,3300.0,170.0,2017,796,5.034807446067241,6.08893149033419
Asus,Android,12.83,yes,no,13.0,13.0,32.0,4.0,5000.0,170.0,2017,582,4.967379785425298,5.768633446975818
Asus,Android,15.47,no,no,5.0,2.0,32.0,4.0,3480.0,270.0,2016,835,4.082103275799747,4.7960384487505126
Asus,Android,18.01,yes,no,8.0,2.0,32.0,4.0,4680.0,320.0,2016,1055,4.837709458942664,5.634253745337369
Asus,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2600.0,150.0,2016,981,4.137882864236584,4.860897087198321
Asus,Android,12.83,yes,no,16.0,8.0,32.0,4.0,4100.0,175.0,2016,862,4.392348183745753,5.242117316859837
Asus,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3000.0,151.0,2016,801,4.462453883786496,5.636716317291525
Asus,Android,23.04,yes,no,8.0,5.0,32.0,4.0,7800.0,490.0,2016,566,5.09252245356844,5.697227705685527
Asus,Android,23.04,no,no,8.0,5.0,32.0,4.0,5900.0,430.0,2016,1063,5.0089004568025395,5.825675570948388
Asus,Android,12.75,yes,no,13.0,5.0,32.0,4.0,4130.0,148.0,2016,927,4.487062097507763,5.436512865299436
Asus,Android,12.83,yes,no,13.0,8.0,16.0,4.0,3000.0,150.0,2016,669,4.333755086000182,5.078356245925126
Asus,Android,12.75,yes,no,16.0,8.0,64.0,4.0,2600.0,144.0,2016,553,4.9114777225630375,5.63913728116267
Asus,Android,12.75,yes,no,13.0,5.0,32.0,4.0,4100.0,158.4,2016,599,4.388257184424518,5.337826499642749
Asus,Android,15.44,yes,no,23.0,8.0,32.0,4.0,4600.0,233.0,2016,980,5.054141682405396,5.701078823081886
Asus,Android,12.88,yes,no,23.0,8.0,64.0,4.0,3000.0,170.0,2016,676,4.749443675144516,5.438296676601477
Asus,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3000.0,155.0,2016,578,4.670021158307708,5.79727281774354
Asus,Android,12.83,yes,no,13.0,5.0,32.0,4.0,5000.0,202.0,2016,928,4.4467604492404496,5.140844507723473
Asus,Android,10.29,yes,no,8.0,2.0,32.0,4.0,2070.0,135.0,2016,866,3.8703673301593136,4.681297546375642
Asus,Android,10.29,no,no,5.0,0.3,32.0,4.0,2070.0,125.0,2016,545,3.822973188594635,4.5038016915998025
Asus,Android,12.83,yes,no,8.0,5.0,16.0,4.0,3010.0,160.0,2016,1003,4.210645017918261,5.013497859709733
Asus,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2500.0,153.0,2016,624,3.9852734671677386,4.70093480797247
Asus,Android,10.29,no,no,5.0,0.3,32.0,4.0,1600.0,133.5,2015,727,3.822973188594635,4.264087336809195
Asus,Android,12.7,no,no,8.0,2.0,16.0,4.0,2070.0,140.0,2016,571,3.994708372046754,5.06745661408942
Asus,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,170.1,2015,862,4.421367532912338,5.191177490990133
Asus,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,185.0,2015,700,4.787658395561367,5.524695680372176
Asus,Android,25.43,no,no,5.0,2.0,32.0,4.0,4890.0,510.0,2015,999,4.783483721384507,5.0800369708998145
Asus,Android,12.7,no,no,8.0,2.0,32.0,4.0,2070.0,135.0,2015,840,3.8019849002192085,4.85624013994314
Asus,Android,12.83,yes,no,13.0,5.0,32.0,4.0,5000.0,202.0,2015,1089,4.658521361485086,5.134915694606593
Asus,Android,12.83,yes,no,13.0,5.0,64.0,4.0,3000.0,170.0,2015,715,4.799502655448181,5.857675978559423
Asus,Android,15.24,yes,no,13.0,5.0,16.0,4.0,3000.0,190.0,2015,997,4.457018144964233,5.597532674813491
Asus,Android,15.24,yes,no,13.0,5.0,16.0,4.0,3000.0,190.0,2015,1014,4.309590341409169,5.734117674452274
Asus,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,170.0,2015,880,4.657762636107262,5.402001477824919
Asus,Android,12.7,no,no,8.0,5.0,32.0,4.0,2040.0,140.0,2015,989,4.358374106008653,5.299366815683608
Asus,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2400.0,140.0,2015,592,4.450736132681027,5.354508646197779
Asus,Android,17.78,no,no,8.0,2.0,16.0,4.0,3500.0,272.0,2015,885,4.565389315976247,5.071604954419274
Asus,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2500.0,155.1,2015,568,4.193435464866331,4.690797271955528
Asus,Android,12.83,yes,no,13.0,8.0,32.0,4.0,3030.0,156.0,2015,777,4.3374214512437606,5.70421571412776
Asus,Android,20.32,yes,no,5.0,2.0,32.0,4.0,4000.0,350.0,2015,747,4.529476341618891,5.632787600498577
Asus,Android,17.78,no,no,5.0,0.3,32.0,4.0,3450.0,265.0,2015,934,4.135166556742356,4.958569771792903
Asus,Android,12.83,yes,no,13.0,13.0,16.0,4.0,3000.0,170.0,2015,794,4.831986982668597,5.635682061952269
Asus,Android,12.7,yes,no,8.0,2.0,16.0,4.0,2500.0,155.0,2015,953,3.7771192429633444,5.199325417341086
Asus,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,170.0,2015,685,4.547223226033242,5.520580530434939
